id,name,vendorType,vendorTypes,type,serviceType,description,directPayMarketplace,additionalLocations,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,displayGradeRange,costOptions,address_street,address_city,address_state,address_zipcode,address_county,address_region,location_lat,location_lng,contact_website,contact_phone,contact_email,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
rec6qmeqxRPCVrHdZ,St. Thomas Aquinas School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,3741 Abrams Rd,Dallas,TX,75214,Dallas County,Dallas-Fort Worth,32.832317965511,-96.752978949721,https://www.staschool.org,(214) 826-0566,rwright@staschool.org,,,,,,,
rec6sntOcFz33XNAr,Cardinal Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,366 Broadway St,Maud,TX,75567,Bowie County,East Texas,33.339181602375,-94.327155922017,,(903) 585-2727,cardinalacademy1@yahoo.com,,,,,,,
rec6upIUxjm7pa5Y6,Montessori At Bowser,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,300 S Bowser Rd,Richardson,TX,75081,Dallas County,Dallas-Fort Worth,32.94525765572,-96.713670999807,https://www.montessoriatbowser.com,(972) 690-8351,contact@montessoriatbowser.com,,,,,,,
rec70510dGNjbDr9T,St. Elizabeth Ann Seton School Keller,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2016 Willis Ln,Keller,TX,76248,Tarrant County,Dallas-Fort Worth,32.897501681622,-97.247026411295,https://www.seascs.net,(817) 431-4845,svanderplas@seascs.net,,,,,,,
rec709ShCd4MmP3Fa,Acton Academy Tyler,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,625 S Vine Ave,Tyler,TX,75701,Smith County,East Texas,32.343341682406,-95.308990361904,https://actonacademytyler.com,(903) 445-1553,erica@actonacademytyler.com,,,,,,,
rec77MiP8QVydIXJi,St. James Episcopal School Corpus Christi,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,602 S Carancahua St,Corpus Christi,TX,78401,Nueces County,South Texas,27.786408955916,-97.397376116302,https://www.sjes.org,(361) 883-0835,galenhoffstadt@sjes.org,,,,,,,
rec7EAXFad5jz65St,A-2-Z Learning Center #3,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5943 Culebra Rd,San Antonio,TX,78238,Bexar County,San Antonio Area,29.449057941562,-98.603949719035,https://a2zlearningcenters.com,(210) 520-5882,a2zlearning@live.com,,,,,,,
rec7EIpdyf468b3oT,My Kids 2 Preschool Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5534 Walzem Rd,San Antonio,TX,78218,Bexar County,San Antonio Area,29.510221130475,-98.379369666478,,(210) 374-3668,mykids2preschoolacademy@yahoo.com,,,,,,,
rec7FggskiGwYrNMx,Ascension Academy,Schools,Schools,Private School,local,,,,,,,,True,,,5,12,,True,True,True,Grades 5–12,EFA-Eligible,9301 Ascension Pkwy,Amarillo,TX,79119,Randall County,Panhandle,35.160676741135,-101.94381409502,https://ascensionacademy.org,(806) 382-1203,toditt@ascensionacademy.org,,,,,,,
rec7IYFFKAzMa0qZn,Learning Tree Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,638 Lanark Dr,San Antonio,TX,78218,Bexar County,San Antonio Area,29.503233662075,-98.401030726622,https://www.learningtreeacademy.org,(210) 655-0431,learningtree1965@gmail.com,,,,,,,
rec7IeVUaC4uJHmLJ,Einstein's Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,2116 Oleander Dr,Mission,TX,78573,Hidalgo County,Rio Grande Valley,26.252591150448,-98.349500304706,,(956) 458-1902,littleeinsteinsacademy1@gmail.com,,,,,,,
rec7NGg93Q18lfvas,Kc' S Childcare & Learning Center -LLC Kids Club House,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,208 Pecan St,Crowley,TX,76036,Tarrant County,Dallas-Fort Worth,32.577814531461,-97.360682587129,https://kccrowley.com,(817) 297-2250,kidsclubhousekc@gmail.com,,,,,,,
rec7WgxjxgUDSYKOF,First Baptist Christian School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,2,,True,,,Grades PreK–2,EFA-Eligible,PO Box 271,Hillsboro,TX,76645,Hill County,Central Texas,,,https://www.hillsborofbc.org/fbc-school,(254) 582-3418,fbcs@hillsborofbc.org,,,,,,,
rec7aHVOMmyVT7beL,St. Helen Catholic School - Pearland,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2213 Old Alvin Rd,Pearland,TX,77581,Brazoria County,Houston Area,29.567348086892,-95.277374155348,https://shcssaints.org,(281) 485-2845,iearls@sthelencatholicschool.org,,,,,,,
rec7ce1nr8fO0ubVZ,Brighton Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,265 E Lullwood Ave,San Antonio,TX,78212,Bexar County,San Antonio Area,29.466042112487,-98.489128633229,https://www.brightonsa.org,(210) 826-4492,preschool@brightonsa.org,,,,,,,
rec7gIDhmX6KHWnRb,A Creative Learning Ctr,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"311 FM 306, Bldg 2",New Braunfels,TX,78130,Comal County,San Antonio Area,29.733537873292,-98.083679792082,,(830) 626-8440,creative.learning@hotmail.com,,,,,,,
rec7hnA9wHJvUxuqp,Mothers Heart Childcare Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1600 Patio Ter,Arlington,TX,76010,Tarrant County,Dallas-Fort Worth,32.718626990173,-97.064703810565,,(817) 462-0025,wvincent_mothersheart@hotmail.com,,,,,,,
rec7qbIfkNkGPuhrv,Creative Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2255 Williams Trace Blvd,Sugar Land,TX,77478,Fort Bend County,Houston Area,29.594184744836,-95.603820750658,https://www.myclacademy.com,(281) 265-3555,myclacademy@gmail.com,,,,,,,
rec7sjvWncv4p9EUs,Endless Discoveries Child Development Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,823 Towne Ct,Saginaw,TX,76179,Tarrant County,Dallas-Fort Worth,32.870496836266,-97.374784918277,https://www.endlessdiscoveriescdc.com,(682) 286-9662,info@endlessdiscoveriescdc.com,,,,,,,
rec7xCf0fKUsbBupg,The Learning Zone,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,704 N Twin Creek Dr,Killeen,TX,76543,Bell County,Central Texas,31.107342309653,-97.683919679352,https://thelearningzonechildcare.com,(254) 690-4454,tlz.killeen@gmail.com,,,,,,,
rec7xKTxDPGmg3Bcc,Wee School-First Baptist Church,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,505 Rollingbrook St,Baytown,TX,77521,Harris County,Houston Area,29.761251365543,-94.969905266018,https://fbabaytown.org,(281) 420-2740,robin@fbcbaytown.org,,,,,,,
rec85iO6KA70UPpsD,Adventure Discovery Center Number 3,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2631 W 4th St,Irving,TX,75060,Dallas County,Dallas-Fort Worth,32.810664337802,-96.98134954936,https://irvingdaycare.com,(972) 790-1958,adventure1992@aol.com,,,,,,,
rec8GinBW1xowhwLW,A-1 Montessori Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,12805 Westheimer Rd,Houston,TX,77077,Harris County,Houston Area,29.736050910185,-95.609431810078,https://a-1montessoriacademy.com,(832) 350-6409,enroll.a1montessori@gmail.com,,,,,,,
rec8LaacNPgqxKtOj,Kids Being Kids Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1521 Trenton Rd,Mcallen,TX,78504,Hidalgo County,Rio Grande Valley,26.26898303101,-98.225750597929,,(956) 495-6114,pattim2000@hotmail.com,,,,,,,
rec8O3vlvndC5g5mS,Trinity Lutheran School Amarillo,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,5005 I 40 W,Amarillo,TX,79106,Potter County,Panhandle,35.2215942,-101.8927732,https://www.trinitylutheranschool.org,(806) 352-5620,sblack@trinitylutheranschool.org,,,,,,,
rec8OeRfaLPHZCMZd,Miles Of Smiles Childcare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1305 S Washington Ave,Marshall,TX,75670,Harrison County,East Texas,32.533165391798,-94.367982074093,https://milesofsmilespreschoolandchildcare.com,(903) 702-5506,milesofsmiles1028@gmail.com,,,,,,,
rec8Sw9XkiQAkTemj,Tots Haven Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5216 Helmick Ave,Fort Worth,TX,76107,Tarrant County,Dallas-Fort Worth,32.716883636455,-97.399239473139,https://totshavendaycare.com,(817) 731-2760,totshavendaycare@sbcglobal.net,,,,,,,
rec8THS2OLMKp6hbU,Weimar Wildcat Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,400 Townsend Dr,Weimar,TX,78962,Colorado County,Houston Area,29.691753580558,-96.784535523945,,(979) 725-1090,weimarwildcatacademy@gmail.com,,,,,,,
rec8ZVoEjN3K1fy5J,O'Connell College Preparatory School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,1320 Tremont,Galveston,TX,77550,Galveston County,Houston Area,29.297167120688,-94.790910248554,https://www.oconnellprep.com,(409) 765-5534,patti.abbott@oconnellprep.com,,,,,,,
rec8eROT3DVveRYi4,La Petite Academy West Sunset,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,318 W Sunset Rd,San Antonio,TX,78209,Bexar County,San Antonio Area,29.507249021639,-98.471600865673,,(210) 824-1200,7645@lapetite.com,,,,,,,
rec8kJDDdRUxVQqsH,Creative Care - Wharton,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,909 Olive St,Wharton,TX,77488,Wharton County,Houston Area,29.316824246927,-96.091875168534,,(979) 532-0830,ccwharton@fractaleg.com,,,,,,,
rec8vdGvqUvrBMcRV,Kids Usa Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"6205 Coit Rd, Ste 118",Plano,TX,75024,Collin County,Dallas-Fort Worth,33.057860979946,-96.770639853024,https://kidsusamontessori.org,(972) 596-5700,info@kidsusamontessori.org,,,,,,,
rec91wl5OyVzLBzPI,Our Lady Of Sorrows School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,1100 Gumwood Ave,Mcallen,TX,78501,Hidalgo County,Rio Grande Valley,26.20990708675,-98.23011656806,https://olsschool.org,(956) 686-3651,imartinez@cdobcs.org,,,,,,,
rec96kUYLkaUGCZnW,Kid Kountry,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,476 Henderson Ln,Longview,TX,75605,Gregg County,East Texas,32.572578704274,-94.734388318207,,(903) 663-6565,k.kountry@yahoo.com,,,,,,,
rec9BBqfBdudG19lx,St. Helen School Georgetown,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2700 E University Ave,Georgetown,TX,78626,Williamson County,Austin Area,30.637645055258,-97.648003600716,https://www.shcslions.org,(512) 868-0744,principal@shcslions.org,,,,,,,
rec9NNyCy5LBRSys0,Bishop Louis Reicher Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,2102 N 23rd St,Waco,TX,76708,McLennan County,Central Texas,31.56031635132,-97.165002930037,https://bishopreicher.com,(254) 754-2041,mpennell@bishopreicher.com,,,,,,,
rec9lJ1mbhtPcBlTp,First Class Child Development Center 3,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1901 National Park Blvd,Austin,TX,78747,Travis County,Austin Area,,,https://www.firstclasscdc.com,(512) 922-3418,elaine@firstclasscdc.com,,,,,,,
rec9pJqUOFc5OMOHZ,First Baptist Academy Of Baytown,Schools,Schools,Private School,local,,,,,,,,True,,,0,8,False,True,True,False,Grades K–8,EFA-Eligible,505 Rollingbrook,Baytown,TX,77521,Harris County,Houston Area,29.761251365543,-94.969905266018,https://fbabaytown.org,(281) 420-2740,robin@fbcbaytown.org,,,,,,,
rec9pKOYqiZvKYEek,Angelo Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,2315 S A & M Ave,San Angelo,TX,76904,Tom Green County,West Texas,31.427217373126,-100.46332274294,https://www.angelocatholic.org,(325) 949-1747,emata@angelocatholicschool.org,,,,,,,
rec9ppqhZtHOCxE9N,Star Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,706 Ridgewood Dr,Port Neches,TX,77651,Jefferson County,East Texas,29.962515452841,-93.9685670138,,(409) 729-7827,erin8103@yahoo.com,,,,,,,
recA18xhiPfluocox,Paloma Delallata,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,7919 Expectation Dr,San Antonio,TX,78254,Bexar County,San Antonio Area,29.513464298731,-98.717276299961,,(254) 681-8844,palomadelallata@yahoo.com,,,,,,,
recAAdM0wwY3RtTu8,Imagine Nation Center Of Learning,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4815 Arborgate Dr,Arlington,TX,76017,Tarrant County,Dallas-Fort Worth,32.669672212791,-97.202675530324,https://www.imaginenationcenter.com,(817) 908-3534,tstidham@imaginenationcenter.com,,,,,,,
recAGqtY8DSiJQo7U,Kathy's Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4521 Jewel St,Houston,TX,77026,Harris County,Houston Area,29.790340090938,-95.324674994908,,(713) 674-2926,kathye1965@sbcglobal.net,,,,,,,
recAMPAMrNRlQrkkU,Ready Set Jump Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,7200 John T White Rd,Fort Worth,TX,76120,Tarrant County,Dallas-Fort Worth,32.765551762028,-97.200794226373,,(817) 851-1749,readysetjumplearningcenter@gmail.com,,,,,,,
recAXiK1iOBavxdaN,First Baptist Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,1401 Pat Booker Rd,Universal City,TX,78148,Bexar County,San Antonio Area,29.551147913787,-98.300684003837,https://www.fbauc.org,(210) 658-5331,cpovolish@fbauc.org,,,,,,,
recAZjCZnUKpsjYRH,Kinderclub Learning Center Too,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"5102 State Highway 359, # 700",Laredo,TX,78043,Webb County,South Texas,27.496347698581,-99.442663118459,https://www.kinderclubtoo.com,(956) 701-3568,kinderclubtoo@outlook.com,,,,,,,
recAeZqt54bhTJyY0,St. Luke Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,4603 Manitou Dr,San Antonio,TX,78228,Bexar County,San Antonio Area,29.486184109831,-98.575945753442,https://stlukecatholic.org,(210) 434-2011,nadine.buhrman@stlukecatholic.org,,,,,,,
recAgNQZRb4Ulhpk9,Cathedral School Of St. Mary - Austin,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,910 San Jacinto Blvd,Austin,TX,78701,Travis County,Austin Area,30.270328831396,-97.739348044275,https://smcschoolaustin.org,(512) 476-1480,principal@cssmaustin.org,,,,,,,
recB2cmPqk3VNKj1K,St. Philip The Apostle School - El Campo,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,302 W Church St,El Campo,TX,77437,Wharton County,Houston Area,29.200098569187,-96.275740077922,https://www.stphilipschool.org,(979) 543-2901,kjahn@stphilipschool.org,,,,,,,
recB7HnmO0pSuxg2F,Kingdom Kids Care,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1116 Damon St,Rosenberg,TX,77471,Fort Bend County,Houston Area,29.557140643348,-95.795282471203,https://www.kingdomkids-care.com,(281) 725-8233,blanca.quinones@kingdomkids-care.com,,,,,,,
recBCocKDxnF6gOYd,Peari's Preparatory Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,3814 Maryland Ave,Dallas,TX,75216,Dallas County,Dallas-Fort Worth,32.697613260328,-96.813156136377,https://pearisprep.com,(214) 944-5811,ppacademy@yahoo.com,,,,,,,
recBGTwBrsC7cf3sv,St. John Bosco School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,5630 W Commerce St,San Antonio,TX,78237,Bexar County,San Antonio Area,29.432336117983,-98.570917691773,https://www.stjohnbosco-satx.org,(210) 432-8011,bcampbell@stjohnbosco-satx.org,,,,,,,
recBPIkZIEDGBz4c2,Little Red Rooster Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,108 Hall Ave,Devine,TX,78016,Medina County,San Antonio Area,29.148063902787,-98.916956519158,,(830) 665-2179,littleredroosterdevine@gmail.com,,,,,,,
recBbcLOYNvyHE0x5,One Stop Montessori,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,"9725 Circle Dr, Trlr A",Austin,TX,78736,Travis County,Austin Area,30.244266355837,-97.924620638827,https://www.facebook.com/OSMAUSTIN,(512) 769-0609,onestopmontessori@gmail.com,,,,,,,
recBoKdl1EJtAqbOB,Cornerstone Learning Academy And Childcare #2,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,12495 Scarsdale Blvd,Houston,TX,77089,Harris County,Houston Area,29.594433377496,-95.202930421026,https://www.cornerstonelearningacademy.net,(832) 230-3627,cornerstonelearningacademy118@gmail.com,,,,,,,
recBp2eqEW1VPvu7X,First United Methodist Weekday Program,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3160 E Spring Creek Pkwy,Plano,TX,75074,Collin County,Dallas-Fort Worth,33.045323492751,-96.668450410432,https://www.weekdayprogram.com,(972) 423-4910,pattip@fumcplano.org,,,,,,,
recBufKIq9zpMSsci,Village School,Schools,Schools,Private School,local,"The Village School is where tradition meets innovation, offering a hands-on learning experience that sparks a lifelong love for discovery. Parents choose us because we don't just teach subjects—we empower students to become the creative problem-solvers and confident leaders of tomorrow.",,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,13051 Whittington Dr,Houston,TX,77077,Harris County,Houston Area,29.746860358475,-95.619719327274,https://www.thevillageschool.com,+12814967900,jeffrey.bond@thevillageschool.com,,,,0.92,1,8,
recC8nom7jSvPuOMD,Burning Bush Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,4943 Bonnie View Rd,Dallas,TX,75241,Dallas County,Dallas-Fort Worth,32.692674757777,-96.771736550782,,(214) 375-5056,burningbushacademy18@gmail.com,,,,,,,
recCA9H0oVxHSppWJ,Fit Kids Early Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,8770 Bindseil Ln,San Antonio,TX,78266,Comal County,San Antonio Area,29.63476697738,-98.315759293993,,(760) 492-1668,fitkidsearlylearningcenter@gmail.com,,,,,,,
recCAMGlrNO85MwFD,Over The Rainbow Christian Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1222 Fredericksburg Rd,San Antonio,TX,78201,Bexar County,San Antonio Area,29.455932721115,-98.5175710132,https://overtherainbowchristiandaycare.com,(210) 393-1271,rainbowchildcare@att.net,,,,,,,
recCDBISwRLvAbxEL,Excelsior Preparatory Children's School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,681 George Hopper Rd,Midlothian,TX,76065,Ellis County,Dallas-Fort Worth,32.475101783749,-96.986514068541,https://www.excelsiorpreparatory.org,(469) 751-8612,info@excelsiorpreparatory.org,,,,,,,
